Name, Group, MainNote1, MainNote2, MainNote3, Season, Time, Longevity, Sillage, Rate, Count
Very Sexy for Her 2 Victoria's Secret for women,Floral,Cactus Flower,Clementine,Amber,All Season,Night,moderate,moderate,3.82,107
Very Sexy for Him Victoria's Secret for men,Citrus Aromatic,Lime,Tangerine,Sequoia,Spring/Summer,All Time,moderate,moderate,4.17,285
Very Sexy for Him 2 Victoria's Secret for men,Citrus,Nutmeg,Lavender,Cardamom,Spring/Summer,All Time,moderate,moderate,3.88,127
Very Sexy Hot Victoria's Secret for women,Floral,Suede,Musk,Patchouli,All Season,All Time,moderate,heavy,3.50,127
Very Sexy Italian Mandarin Victoria's Secret for women,Citrus Aromatic,Indian Mandarin,Bergamot,Coconut Milk,Spring/Summer,Day,long lasting,moderate,3.63,35
Very Sexy Now 2006 Victoria's Secret for women,Floral Fruity,Blood Orange,Pineapple,Nutmeg,All Season,Night,moderate,heavy,3.73,17
Very Sexy Now 2008 Victoria's Secret for women,Floral Fruity,Red Apple,Melon,Magnolia,All Season,Day,moderate,moderate,4.44,21
Very Sexy Now 2010 Victoria's Secret for women,Floral,Frangipani,Orchid,Lily,Summer,Day,moderate,moderate,4.13,71
Very Sexy Now 2010 v.2 Victoria's Secret for women,Floral Fruity,Blackberry,Amber,Jasmine,All Season,Night,moderate,moderate,4.13,45
Very Sexy Now 2011 Victoria's Secret for women,Floral Fruity,Pear,Papaya flower,Arum Lily,Spring/Summer,Day,moderate,moderate,4.00,69
Very Sexy Now 2014 Victoria's Secret for women,Floral Fruity,Coconut,Gardenia,Orchid,Summer,Day,moderate,heavy,4.53,119
Very Sexy Now 2015 Victoria's Secret for women,Floral Fruity,Cucumber,Coconut,Tuberose,Summer,Day,moderate,moderate,3.44,88
Very Sexy Now 2016 Victoria's Secret for women,Floral Fruity Gourmand,Coconut Nectar,Sand,Pink Lotus,Summer,Day,moderate,moderate,4.04,84
Very Sexy Now 2017 Victoria's Secret for women,Floral Fruity,Guava,Flowers,Coconut,Spring/Summer,Day,weak,moderate,3.70,36
Very Sexy Now Beach Victoria's Secret for women,Floral,Coconut,Orange Blossom,Sand,Summer,Day,weak,moderate,3.85,42
Very Sexy Now The Beauty of Brazil Victoria's Secret for women,Floral Fruity,Coconut,Papaya,Orchid,Summer,Day,moderate,moderate,4.27,95
Very Sexy Now Wild Palm Victoria's Secret for women,Floral Fruity,Monoi Oil,White Flowers,Carambola (Star Fruit),Summer,Day,moderate,moderate,3.72,43
Very Sexy Platinum for Him Victoria's Secret for men,Aromatic Green,Oakmoss,Violet Leaf,Sichuan Pepper,Spring/Summer,All Time,moderate,moderate,4.35,97
Very Sexy Summer Victoria's Secret for women,Floral Fruity,Freesia,Granny Smith apple,Sandalwood,Spring/Summer,Day,very long lasting,moderate,4.22,41
Very Sexy Temptations for Her Victoria's Secret for women,Floral,Moroccan Jasmine,Orchid,Passion Flower,Fall/Winter,Night,moderate,heavy,4.06,74
Very Sexy Touch Victoria's Secret for women,Oriental Floral,Apricot,iris,Musk,All Season,All Time,moderate,moderate,4.00,156
Exotics Moonlit Jasmine Victoria's Secret for women,Floral,Jasmine,Vanille,Woodsy Notes,All Season,All Time,moderate,moderate,4.17,34
No1 Feathered Musk Victoria's Secret for women,Aromatic Fruity,Sour Cherry,Dark Chocolate,Musk,Fall/Winter,All Time,moderate,moderate,4.48,67
No2 Night Jasmine Victoria's Secret for women,Floral,Jasmine,Violet,Praline,Spring,Day,poor,moderate,3.25,17
No3 Sheer Amber Victoria's Secret for women,Floral,Apple Blossom,Amber,Lotus,Spring/Summer,Day,weak,soft,3.36,22
Love Spell Eau de Toilette Victoria's Secret for women,Floral Fruity,Peach,Lilac,Tamarind,Spring/Summer,Day,moderate,moderate,3.73,23
Back to Pink Victoria's Secret for women,Floral Fruity,Coton candy,Plum,Lemon,All Season,Day,moderate,heavy,3.89,43
Isle of Pink Victoria's Secret for women,Floral Fruity,Raspberry,Candy Apple,Vanilla Pod,Spring/Summer,Day,moderate,heavy,4.06,19
Isle of Pink Shimmering Fragrance Mist Victoria's Secret for women,Floral Fruity,Cashmere Musk,Coconut,Freesia,Spring/Summer,All Time,moderate,moderate,4.40,20
Love Pink Victoria's Secret for women,Floral Fruity,Apple,Vanilla,Flowers,Spring/Summer,Day,weak,moderate,4.00,52
More PINK Please Victoria's Secret for women,Floral Fruity Gourmand,Marshmallow,Pear,Orchid,All Season,Day,moderate,heavy,4.42,32
Pink 2001 Victoria's Secret for women,Floral Green,Peony,Freesia,Mandarin Orange,Spring/Summer,Day,moderate,moderate,3.86,466
Pink 2013 Victoria's Secret for women,Floral Fruity,Mandarin Orange,Peony,Neroli,Spring/Summer,Day,moderate,moderate,3.93,59
Pink All My Heart Victoria's Secret for women,Floral Fruity,Vanille,Peach Blossom,Peony,Spring/Summer,Day,moderate,moderate,4.12,46
Pink Beach Victoria's Secret for women,Floral Fruity,Vanilla,Raspberry,Rose,Summer,Day,weak,moderate,3.88,28
Pink Vacay Victoria's Secret for women,Floral,Sugar,Vanilla,Passion Flower,Spring/Summer,Day,long lasting,moderate,4.33,34
Victoria's Secret Pink Sweet & Flirty Victoria's Secret for women,Aromatic Fruity,Wild berries,Sugar,Grapefruit,Spring/Summer,Day,moderate,moderate,4.41,157
Victoria's Secret Pink Warm & Cozy Victoria's Secret for women,Floral Fruity,Vanilla,Raspberry,Peony,Fall/Winter,Day,weak,moderate,4.37,160
Warm & Cozy Vacay Victoria's Secret for women,Floral Fruity Gourmand,Strawberry,Whipped cream,Vanilla,Summer,Day,poor,moderate,4.00,2
Wild Pink Victoria's Secret for women,Floral Fruity Gourmand,Passionfruit,Violet,Musk,Spring/Summer,All Time,weak,moderate,4.44,13
Seduction Dark Orchid Victoria's Secret for women,Oriental Floral,Black Orchid,Plum,Black Currant,Fall/Winter,Night,moderate,moderate,4.08,335
Bombshell Temptation Victoria's Secret for women,Floral Fruity,Passionfruit,Honeysuckle,Woodsy Notes,All Season,Day,moderate,heavy,4.22,45
Dream Angels Heavenly Temptation Victoria's Secret for women,Floral Fruity,Red Apple,Jasmine,Vanille,All Season,All Time,moderate,moderate,3.96,53
Sexy Little Things Noir Tease Temptation Victoria's Secret for women,Aromatic Fruity,Blackberry,Raspberry,Sandalwood,All Season,All Time,weak,moderate,4.15,55
Very Sexy Temptation Victoria's Secret for women,Oriental Floral,Nectarine,Amber,Lily,All Season,All Time,moderate,moderate,3.71,36
Amber Romance Victoria's Secret for women,Oriental Vanilla,Vanille,Amber,Sweet Notes,Fall/Winter,All Time,moderate,moderate,3.88,1180
Be Seduced Victoria's Secret for women,Floral Fruity,Raspberry,Custard,Musk,All Season,All Time,weak,moderate,3.99,103
Berry Kiss Victoria's Secret for women,Floral Fruity Gourmand,Raspberry,Praline,tincture of rose,Spring/Summer,Day,moderate,moderate,3.85,197
Coconut Passion Victoria's Secret for women,Floral Fruity Gourmand,Coconut,Vanille,Lily-of-the-Valley,Spring/Summer,Day,moderate,moderate,4.11,790
Delicate Petals Victoria's Secret for women,Floral Fruity,tincture of rose,Tangerine,Musk,Spring/Summer,Day,moderate,moderate,3.57,110
Enchanted Apple Victoria's Secret for women,Floral Fruity,Red Apple,Water Hyacinth,Musk,Spring/Summer,Day,moderate,heavy,3.69,106
Endless Love Victoria's Secret for women,Floral Fruity,Apple Blossom,Ylang-Ylang,Peach,Spring/Summer,Day,moderate,moderate,3.70,353
Lost in Fantasy Victoria's Secret for women,Floral Fruity,Kiwi,Orchid,Chamomile,Spring/Summer,Day,weak,moderate,3.75,145
Love Spell Victoria's Secret for women,Floral Fruity,Peach,Cherry Blossom,Red Apple,Spring/Summer,Day,weak,moderate,3.58,1487
Luscious Kisses Victoria's Secret for women,Oriental Vanilla,Coconut,Orange,Tonka Bean,Summer,Day,moderate,heavy,3.27,102
Pear Glace Victoria's Secret for women,Floral Fruity,Pear,Cassis,Violet,Spring/Summer,Day,moderate,moderate,3.31,395
Pretty in Pink Victoria's Secret for women,Floral Fruity,Lily-of-the-Valley,Melon,Raspberry,Spring/Summer,Day,moderate,moderate,3.26,62
Pure Seduction Victoria's Secret for women,Floral Fruity,plum,Freesia,Chamomile,Spring/Summer,Day,moderate,moderate,4.00,1104
Romantic Wish Victoria's Secret for women,Floral,Cucumber,Floral Notes,Freesia,All Season,Day,moderate,heavy,3.81,16
Secret Charm Victoria's Secret for women,Floral Fruity,Honeysuckle,Jasmine,Chamomile,Spring/Summer,Day,weak,moderate,4.14,447
Secret Crush Victoria's Secret for women,Floral Fruity,Peony,Pear,Peach Blossom,Spring/Summer,Day,moderate,moderate,3.76,96
Sheer Love Victoria's Secret for women,Floral,Cotton Flower,Lily,Aloe Vera,Spring/Summer,Day,moderate,moderate,4.03,377
Strawberries and Champagne Victoria's Secret for women,Aromatic Fruity,Champagne,Big Strawberry,Black Currant,Spring/Summer,Day,moderate,moderate,3.29,527
Sweet Daydream Victoria's Secret for women,Floral Fruity Gourmand,Vanille,Red Apple,Raspberry,Spring/Summer,Day,moderate,moderate,3.55,98
Sweet Temptation Victoria's Secret for women,Floral Fruity,Apricot,Grapefruit,Lily-of-the-Valley,Spring/Summer,Day,moderate,moderate,3.92,114
Wild Scarlet Victoria's Secret for women,Floral Fruity,Red Apple,Lily,Aloe Vera,Spring/Summer,Day,weak,soft,3.70,69
Antidote Viktor&Rolf for men,Oriental Woody,Lavender,Incense,Cinnamon,All Season,All Time,long lasting,moderate,4.12,887
Eau Mega Viktor&Rolf for women,Floral Green,Pear,Water Notes,Violet Leaf,Spring/Summer,Day,moderate,moderate,3.49,478
Bonbon Viktor&Rolf for women,Floral Fruity Gourmand,Caramel,Peach,Amber,Fall/Winter,All Time,moderate,moderate,3.82,1718
Bonbon Couture Viktor&Rolf for women,Oriental Vanilla,Caramel,Vanilla,Patchouli,Fall/Winter,All Time,moderate,heavy,4.07,131
Bonbon Hair Mist Viktor&Rolf for women,Floral Fruity Gourmand,Guaiac Wood,Amber,Sandalwood,All Season,Night,moderate,heavy,5.00,5
Bonbon Holiday Limited Edition Viktor&Rolf for women,Floral Fruity Gourmand,Caramel,Jasmine,Amber,All Season,All Time,long lasting,heavy,5.00,4
Bonbon Holiday Limited Edition 2017 Viktor&Rolf for women,Floral Fruity Gourmand,Caramel,Guaiac Wood,Sandalwood,Fall/Winter,All Time,long lasting,heavy,4.80,8
Bonbon Limited Edition 2015 Viktor&Rolf for women,Floral Fruity Gourmand,Caramel,Peach,Amber,Fall,All Time,long lasting,heavy,4.25,12
Bonbon Limited Edition 2018 Viktor&Rolf for women,Floral Fruity Gourmand,Caramel,Orange,Mandarin Orange,Fall/Winter,Night,moderate,heavy,4.50,4
Bonbon Spring Summer Viktor&Rolf for women,Floral Fruity Gourmand,Tangerine,Caramel,Orange,Spring/Summer,Day,moderate,heavy,3.62,36
Bonbon Spring Summer 2018 Viktor&Rolf for women,Floral Fruity Gourmand,Strawberry,Raspberry,Caramel,Spring/Summer,Day,moderate,moderate,4.16,48
Bonbon Swarovski Edition Viktor&Rolf for women,Floral Fruity Gourmand,Caramel,Mandarin Orange,Peach,Fall/Winter,Day,moderate,enormous,4.25,7
Flowerbomb Viktor&Rolf for women,Oriental Floral,Patchouli,Orchid,Tea,Fall/Winter,All Time,long lasting,heavy,3.73,8034
Flowerbomb Black Sparkle Viktor&Rolf for women,Oriental Floral,Musk,Patchouli,Tea,Fall/Winter,Night,long lasting,heavy,4.75,11
Flowerbomb Bloom Viktor&Rolf for women,Floral,Pomegranate,Mountain Air,Freesia,Spring/Summer,Day,moderate,moderate,3.19,137
Flowerbomb Christmas 2010 Edition Viktor&Rolf for women,Oriental Floral,Patchouli,Orchid,Jasmine,All Season,Night,moderate,heavy,4.58,44
Flowerbomb Christmas 2012 Edition Viktor&Rolf for women,Oriental Floral,Orchid,Rose,Patchouli,All Season,Night,moderate,moderate,4.35,26
Flowerbomb Christmas Edition 2014 Viktor&Rolf for women,Oriental Floral,Jasmine,Bergamot,Tea,Fall/Winter,All Time,long lasting,heavy,4.63,20
Flowerbomb Crystal Edition 2013 Viktor&Rolf for women,Oriental Floral,Patchouli,Osmanthus,Tea,Fall/Winter,All Time,moderate,moderate,4.54,33
Flowerbomb de Paris Viktor&Rolf for women,Oriental Floral,Rose,Orchid,Tea,All Season,Night,long lasting,heavy,4.12,52
Flowerbomb Eau de Toilette Viktor&Rolf for women,Oriental Floral,Tangerine,Patchouli,Pink Pepper,All Season,Day,long lasting,heavy,4.17,355
Flowerbomb Extrait de Parfum Viktor&Rolf for women,Oriental Floral,Orchid,Patchouli,Jasmine,All Season,All Time,moderate,heavy,4.25,45
Flowerbomb Extreme Viktor&Rolf for women,Oriental Floral,Vanilla,Amber,Benzoin,Fall/Winter,Night,long lasting,heavy,4.40,292
Flowerbomb Extreme 2007 Viktor&Rolf for women,Floral,Vanilla,Bergamot,Jasmine,Fall/Winter,Night,long lasting,heavy,4.57,86
Flowerbomb Extreme 2013 Viktor&Rolf for women,Oriental Floral,Vanilla,Orchid,Benzoin,Fall/Winter,Night,long lasting,heavy,4.53,281
Flowerbomb Extreme Sparkle 2008 Viktor&Rolf for women,Oriental Floral,Vanilla,Osmanthus,Jasmine,All Season,Night,weak,moderate,4.47,41
Flowerbomb Fireworks Viktor&Rolf for women,Oriental Floral,Orchid,Freesia,Rose,Fall/Winter,All Time,very long lasting,enormous,4.25,8
Flowerbomb La Vie En Rose Viktor&Rolf for women,Oriental Floral,Rose,Tea,Patchouli,Spring/Summer,Day,moderate,moderate,4.12,136
Flowerbomb La Vie en Rose 2011 Viktor&Rolf for women,Oriental Floral,Rose,Mandarin Orange,Red Berries,Spring/Summer,Day,moderate,moderate,4.15,155
Flowerbomb La Vie en Rose 2012 Viktor&Rolf for women,Oriental Floral,Rose,Tangerine,Freesia,Spring/Summer,Day,moderate,moderate,3.92,111
Flowerbomb La Vie en Rose 2013 Viktor&Rolf for women,Oriental Floral,Rose,Candied Almond,Raspberry,Spring/Summer,Day,moderate,moderate,4.10,117
Flowerbomb La Vie En Rose 2014 Viktor&Rolf for women,Oriental Floral,Rose,Mandarin Orange,Grapefruit,Spring/Summer,Day,moderate,heavy,4.44,32
Flowerbomb La Vie En Rose 2015 Viktor&Rolf for women,Oriental Floral,Rose,Grapefruit,Pink Pepper,Spring/Summer,Day,weak,heavy,3.89,30
Flowerbomb La Vie En Rose 2016 Viktor&Rolf for women,Oriental Floral,Rose,Bergamot,Orchid,Spring/Summer,Day,long lasting,heavy,4.00,35
Flowerbomb La Vie en Rose 2017 Viktor&Rolf for women,Oriental Floral,Green Tea,Orchid,Bergamot,All Season,All Time,weak,heavy,4.44,14
Flowerbomb La Vie en Rose 2018 Viktor&Rolf for women,Oriental Floral,Grapefruit,Tea,Pink Pepper,Spring/Summer,All Time,long lasting,heavy,3.88,20
Flowerbomb Limited Edition 2011 Viktor&Rolf for women,Oriental Floral,Patchouli,Orchid,Osmanthus,Fall/Winter,Day,long lasting,moderate,4.60,10
Flowerbomb Limited Edition 2015 Viktor&Rolf for women,Oriental Floral,Tea,Jasmine,Bergamot,Fall/Winter,Night,weak,heavy,4.67,4
Flowerbomb Love Me Tight Viktor&Rolf for women,Oriental Floral,Patchouli,Orchid,Tea,All Season,All Time,moderate,heavy,4.12,81
Flowerbomb Nectar Viktor&Rolf for women,Oriental Floral,Tonka Bean,Vanilla,Cassis,All Season,All Time,long lasting,heavy,4.02,260
Flowerbomb Pink Crystal Limited Edition Viktor&Rolf for women,Oriental Floral,Osmanthus,Tea,Orchid,Winter,All Time,moderate,heavy,4.40,7
Flowerbomb Pink Sparkle Viktor&Rolf for women,Oriental Floral,Patchouli,Jasmine,Musk,Spring/Summer,All Time,moderate,heavy,4.08,54
Flowerbomb Rose Explosion Viktor&Rolf for women,Oriental Floral,Turkish Rose,Agarwood (Oud),Vanilla,Fall/Winter,Night,long lasting,heavy,4.22,206
Flowerbomb Silver Eau de Parfum Viktor&Rolf for women,Oriental Floral,Orchid,Orange Blossom,Freesia,Fall/Winter,All Time,moderate,enormous,3.00,3
Flowerbomb Swarovski Edition 2013 Viktor&Rolf for women,Oriental Floral,Rose,Musk,Jasmine,Fall/Winter,Night,long lasting,heavy,4.67,5
Dancing Roses Viktor&Rolf for women and men,Oriental Floral,Sour Cherry,Rose,Brandy,All Season,All Time,moderate,heavy,4.15,54
Dirty Trick Viktor&Rolf for women and men,Oriental,Ink,iris,Suede,Fall/Winter,Day,moderate,heavy,3.21,31
Invisible Oud Viktor&Rolf for women and men,Oriental Woody,White Musk,Myrrh,Benzoin,All Season,Day,weak,heavy,3.00,5
Lavender Illusion Viktor&Rolf for women and men,Aromatic,Lavender,Black Currant,Pine,Spring,Day,moderate,moderate,3.91,30
Liquid Diamonds Viktor&Rolf for women and men,Floral Woody Musk,Peony,Musk,Bulgarian Rose,Spring/Summer,Day,moderate,moderate,3.17,46
Sage Spell Viktor&Rolf for women and men,Aromatic,Wormwood,Sage,Spicy Mint,All Season,Day,moderate,heavy,2.90,38
Sparkling Secret Viktor&Rolf for women and men,Citrus,Lime,Orange Blossom,Bourbon Vanilla,Spring/Summer,Day,moderate,moderate,4.20,28
Spicebomb Viktor&Rolf for men,Woody Spicy,Cinnamon,Pink Pepper,Tobacco,Fall/Winter,Night,long lasting,heavy,4.16,4868
Spicebomb Christmas Edition 2014 Viktor&Rolf for men,Woody Spicy,Cinnamon,elemi,Tobacco,Fall/Winter,Night,moderate,heavy,4.35,31
Spicebomb Digital Art Viktor&Rolf for men,Woody Spicy,Leather,Paprika,Cinnamon,Fall/Winter,Night,long lasting,heavy,4.25,9
Spicebomb Eau Fraiche Viktor&Rolf for men,Aromatic Spicy,Pink Pepper,Grapefruit,Pepper,Spring/Summer,Day,long lasting,heavy,4.08,284
Spicebomb Extreme Viktor&Rolf for men,Oriental Spicy,Vanilla,Tobacco,Black Pepper,Fall/Winter,Night,long lasting,heavy,4.36,803
Spicebomb Limited Edition Viktor&Rolf for men,Woody Spicy,Pink Pepper,Tobacco,Saffron,Fall/Winter,Night,weak,moderate,4.36,14
Aubres Xerjoff for women and men,Woody Aromatic,Incense,Bergamot,Lavender,Spring/Summer,Day,moderate,heavy,4.86,9
Begum Xerjoff for women and men,Chypre Floral,Damask Rose,Palisander Rosewood,Sandalwood,All Season,All Time,long lasting,heavy,4.69,25
Harrods Emerald Star Xerjoff for women and men,Oriental,Dates,Artemisia,Musk,Fall/Winter,All Time,long lasting,heavy,3.83,21
Wabar Xerjoff for women,Oriental Vanilla,Star Anise,Magnolia,Vanilla,All Season,Night,long lasting,heavy,4.25,8
Pikovaya Dama Xerjoff for women and men,Oriental Floral,Aldehydes,iris,Musk,All Season,All Time,long lasting,heavy,4.22,59
1888 Xerjoff for women and men,Oriental Floral,Amber,Carnation,Sandalwood,Fall/Winter,All Time,long lasting,heavy,4.27,276
Bouquet Ideale Xerjoff for women,Oriental Woody,Vanille,Nutmeg,Cinnamon,Fall/Winter,All Time,long lasting,heavy,4.16,268
Corallo Xerjoff for women and men,Floral Green,Lavender,Tuscan Iris,Green Notes,All Season,All Time,long lasting,heavy,3.25,14
Dama Bianca Xerjoff for women,Floral Woody Musk,Vanilla,Kumquat,Ambrette (Musk Mallow),All Season,Day,moderate,moderate,4.21,262
Dolce Amalfi Xerjoff for women and men,Oriental,Quince,Cloves,Tolu Balsam,All Season,All Time,long lasting,heavy,4.36,149
Fiero Xerjoff for men,Aromatic Spicy,Amalfi Lemon,Neroli,Bergamot,Spring/Summer,Day,long lasting,heavy,4.18,195
Fiore d'Ulivo Xerjoff for women,Citrus Aromatic,Amalfi Lemon,Olive Blossom,Lotus,Spring/Summer,Day,moderate,heavy,3.95,127
Gran Ballo Xerjoff for women,Floral Fruity Gourmand,Honeysuckle,Caramel,Gardenia,Spring/Summer,Day,moderate,heavy,3.80,133
Italica Xerjoff for women and men,Oriental Woody,Almond,Milk,Toffee,Fall/Winter,Night,long lasting,heavy,4.27,47
La Tosca Xerjoff for women,Chypre Floral,Violet Leaf,Eucalyptus,Musk,All Season,Day,long lasting,heavy,4.11,90
Lira Xerjoff for women,Oriental Floral,Caramel,Vanille,Blood Orange,Fall/Winter,All Time,long lasting,heavy,4.41,559
Mefisto Xerjoff for men,Citrus Aromatic,Lavender,Grapefruit,Bergamot,Spring/Summer,Day,long lasting,heavy,4.33,313
Regio Xerjoff for women and men,Oriental Spicy,Geranium,Carnation,Lavender,All Season,Night,long lasting,heavy,3.63,123
Golden Dallah Xerjoff for women and men,Oriental Spicy,Incense,Cacao,Amber,Fall/Winter,Night,long lasting,heavy,4.38,19
Golden Moka Xerjoff for women and men,Oriental Vanilla,Blood Orange,Citruses,Labdanum,Spring/Summer,All Time,moderate,heavy,4.38,11
